,ECLI,Datum,verdachte
651,ECLI:NL:RBNHO:2021:11390,10-12-2021,", geboren op [geboortedatum] te [geboorteplaats], ingeschreven in de basisregistratie personen op het adres [adres], thans gedetineerd in Justitieel Complex Zaanstad. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. C. van Venrooij en van hetgeen de verdachte en zijn raadsman, mr. E.J. Huizinga, advocaat te Haarlem, naar voren hebben gebracht."
652,ECLI:NL:RBAMS:2021:2271,23-04-2021,
653,ECLI:NL:RBAMS:2020:3689,23-07-2020,"geboren te [land van herkomst] ( [geboorteland] ) op [geboortedag] 1994, verblijft op het adres [adres] in [woonplaats] , gedetineerd in [detentieplaats] ."
654,ECLI:NL:RBAMS:2019:1764,12-03-2019,", geboren te [geboorteplaats] ( [land van herkomst] ) op [geboortedag] 1989, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het [penitentiaire inrichting] te [plaats] ."
655,ECLI:NL:RBROT:2018:898,31-01-2018,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] , zonder vaste woon- of verblijfplaats hier te lande, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Krimpen aan den IJssel, raadsvrouw mr. M. Schmit, advocaat te Rotterdam."
656,ECLI:NL:RBAMS:2017:5681,04-08-2017,", geboren te [geboorteplaats] op [geboortedag] 1973, zonder vaste woon- of verblijfplaats in Nederland, thans uit anderen hoofde gedetineerd in het Huis van Bewaring “ [naam Huis van Bewaring] ” te [plaats] ."
657,ECLI:NL:RBUTR:2012:BY2928,18-10-2012,"geboren op [1972] te [geboorteplaats] wonende te [woonplaats] thans gedetineerd in de P.I. Utrecht, Huis van Bewaring, locatie Wolvenplein raadsman mr. W.C. den Daas, advocaat te Utrecht Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 4 oktober 2012, waarbij de officier van justitie en de verdediging hun standpunten kenbaar hebben gemaakt. Ter terechtzitting is ook de vordering tot tenuitvoerlegging behandeld met bovenvermeld parketnummer."
658,ECLI:NL:RBAMS:2012:BV0291,05-01-2012,"geboren te [geboorteplaats] (Italië) op [1963], zonder vaste woon- of verblijfplaats in Nederland, ten tijde van het onderzoek ter terechtzitting gedetineerd in het Huis van Bewaring “De Weg” te Amsterdam."
659,ECLI:NL:RBDOR:2011:BQ2142,19-04-2011,"geboren te [geboorteplaats] op [in 1987], wonende te [adres en woonplaats], thans gedetineerd in de PI Dordrecht te Dordrecht, hierna: verdachte. Raadsman mr. J. van der Stel, advocaat te Dordrecht. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de terechtzitting van 5 april 2011, waarbij de officier van justitie mr. W.B.J. ten Have, de verdachte en zijn raadsman hun standpunten kenbaar hebben gemaakt."
660,ECLI:NL:RBAMS:2013:4934,05-08-2013,"geboren op [geboortedag] 1972 te [geboorteland], wonende op het adres [adres], [postcode] [woonplaats] thans in voorarrest verblijvende in P.I. [plaats], huis van bewaring [locatie]. De rechtbank heeft in raadkamer van heden de officier van justitie, mr. P.C. Velleman, en de raadsvrouw van verdachte, mr. I.M. Hagg, gehoord."
661,ECLI:NL:RBAMS:2021:3244,09-06-2021,", geboren te [geboorteplaats] ([geboorteland]) op [geboortedag] 1985, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het Justitieel Complex [locatie]."
662,ECLI:NL:RBAMS:2020:6084,04-12-2020,", geboren te [land van herkomst] op [geboortedag] 1986, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in [plaats detentie] ."
663,ECLI:NL:RBOVE:2020:1626,28-04-2020,", geboren op [geboortedatum] 1965 in [geboorteplaats] , wonende aan [adres] , nu verblijvende: P.I. Zuid Oost, locatie Ter Peel te Evertsoord."
664,ECLI:NL:RBAMS:2019:2679,01-03-2019,", geboren te [geboorteplaats 1] ( [geboorteland 1] ) op [geboortedag 1] 1995, zonder vaste woon- of verblijfplaats in Nederland."
665,ECLI:NL:RBDHA:2017:4828,03-05-2017,", geboren op [geboortedatum] te [geboorteplaats], thans gedetineerd in de penitentiaire inrichting “[adres PI]."
666,ECLI:NL:RBNNE:2017:338,06-02-2017,"geboren op [geboortedatum] te [geboorteplaats], wonende te [woonadres]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van januari 2017. De verdachte is verschenen, bijgestaan door mr. M.C. van Linde, advocaat te Groningen. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. J. Houwink."
667,ECLI:NL:RBMNE:2017:106,11-01-2017,"geboren op [1982] te [geboorteplaats] (Iran), gedetineerd in de Penitentiaire Inrichting Almere te Almere."
668,ECLI:NL:RBOVE:2016:3746,29-09-2016,"geboren op [geboortedatum] 1982 te [geboorteplaats] , wonende aan de [woonplaats] ."
669,ECLI:NL:RBMNE:2015:9544,11-12-2015,"geboren op [1983] te [geboorteplaats] , thans gedetineerd te [verblijfplaats] ."
670,ECLI:NL:RBMNE:2013:BZ0330,24-01-2013,
671,ECLI:NL:RBZUT:2010:BN3108,03-08-2010,"geboren te [geboorteplaats, geboortedatum], verblijvende te [plaats, woonplaats, adres], raadsman: mr. P. Buikes, advocaat te Apeldoorn. Onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van juli 2010."
672,ECLI:NL:RBGRO:2006:AW0486,11-04-2006,"geboren te [geboorteplaats] op [geboortedatum], wonende te [woonplaats], thans preventief gedetineerd in P.I. HvB Ter Apel te Ter Apel. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 28 maart 2006."
673,ECLI:NL:RBAMS:2018:7457,17-10-2018,",geboren te distrikt [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1961,ingeschreven in de Basisregistratie Personen op het adres [adres] ."
674,ECLI:NL:RBNNE:2015:6133,30-10-2015,"geboren op [geboortedatum] te [geboorteplaats] , thans verblijvende te [verblijfplaats] . Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 16 oktober 2015. De verdachte is verschenen, bijgestaan door mr. P.Th. van Jaarsveld, advocaat te Groningen. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. C.V. van Overbeeke."
675,ECLI:NL:RBZUT:2010:BN8470,17-09-2010,
676,ECLI:NL:RBZUT:2010:BN8473,17-09-2010,
677,ECLI:NL:RBAMS:2020:3495,15-07-2020,", geboren op [geboortedag] 1978 te [geboorteplaats] ( [land van herkomst] ), ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] , gedetineerd in [detentieadres]"
678,ECLI:NL:RBLIM:2017:2110,07-03-2017,", geboren te [geboorteplaats] op [geboortedatum] , gedetineerd in de Penitentiaire Inrichting Limburg Zuid - De Geerhorst, Op de Geer 1 te Sittard. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 21 februari 2017. De verdachte en zijn raadsman, mr. K.D. Regter, advocaat te Heerlen, zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt."
679,ECLI:NL:RBZWB:2021:6696,31-12-2021,"geboren op [geboortedag] 2002, te [geboorteplaats] , thans gedetineerd in Den Hey-Acker, Galderseweg 7, Breda, raadsvrouw mr. I.K. Oosterveen, advocaat te Rotterdam. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 17 december 2021, waarbij de officier van justitie mr. drs. [naam 1] en de verdediging hun standpunten kenbaar hebben gemaakt. Verder zijn als deskundigen ter zitting gehoord kinder- en jeugdpsychiater drs. [naam 2] , GZ-psycholoog drs. [naam 3] en [naam 4] van de reclassering. Ter zitting zijn ook de vordering tot tenuitvoerlegging onder bovenvermeld parketnummer en de vorderingen van de benadeelde partijen behandeld."
680,ECLI:NL:RBDHA:2021:6781,17-06-2021,"geboren te [geboorteplaats] op 21 juli 2004, [adres 1] advocaat: mr. L. Windhorst te Den Haag."
681,ECLI:NL:RBLIM:2021:2550,23-03-2021,"geboren te [geboorteplaats] op [geboortedatum] wonende te [adres 1] . De verdachte wordt bijgestaan door mr. L.J.L.M. Dacier, advocaat kantoorhoudende te Heerlen. Onderzoek van de zaak De zaak is inhoudelijk behandeld op de zitting van 9 maart 2021. De verdachte en zijn raadsman zijn verschenen. De officier van justitie en de verdediging hebben hun standpunten kenbaar gemaakt. Tevens is gehoord een vertegenwoordiger van de gecertificeerde instelling Bureau Jeugdzorg Limburg, afdeling jeugdreclassering. Verder is verschenen mr. J.B.G. Gelissen, waarnemend voor mr. C.J.M. Dreessen, als gemachtigde namens de benadeelde partij [slachtoffer 1] ."
682,ECLI:NL:RBROT:2019:5778,12-07-2019,"geboren te [geboorteplaats verdachte] op [geboortedatum verdachte] , ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Krimpen aan den IJssel, te Krimpen aan den IJssel, raadsman mr. P.H. van Akenborgh."
683,ECLI:NL:RBNNE:2016:5803,07-06-2016,"geboren op [geboortedatum] 1964 te [geboorteplaats] , wonende te [straatnaam] , [woonplaats] . Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 23 mei 2016. Tegen de niet verschenen verdachte is verstek verleend. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. S. Eijzenga."
684,ECLI:NL:RBMNE:2018:3431,17-07-2018,", geboren op [geboortedatum] 2001 te [geboorteplaats] , wonende te [postcode] [woonplaats] , [adres] ."
685,ECLI:NL:RBAMS:2021:7146,08-12-2021,", geboren te [geboorteplaats] ( [land van herkomst] ) op [geboortedag] 1982, zonder vaste woon- of verblijfplaats in Nederland, thans gedetineerd in [detentieplaats] ."
686,ECLI:NL:RBAMS:2020:4771,29-09-2020,"geboren te [geboorteplaats] op [geboortedag] 1978, zonder vaste woon- of verblijfplaats in Nederland, gedetineerd in het Justitieel Complex [locatie] te [plaats]."
687,ECLI:NL:RBROT:2020:7120,11-08-2020,"geboren te [geboorteplaats verdachte] ( [geboorteland verdachte] ) op [geboortedatum verdachte] , zonder vaste woon- of verblijfplaats hier te lande, ten tijde van het onderzoek op de terechtzitting preventief gedetineerd in de Penitentiaire Inrichting Middelburg, Torentijdweg 1, 4337 PE Middelburg, raadsman mr. J.S. Dobosz, advocaat te Zoetermeer."
688,ECLI:NL:RBAMS:2020:1260,27-02-2020,", geboren te [geboorteplaats] op [geboortedag] 1979, ingeschreven in de Basisregistratie Personen op het adres [detentieadres] ."
689,ECLI:NL:RBAMS:2019:5793,02-08-2019,"geboren te [geboorteplaats] op [geboortedag] 1976, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] , gedetineerd in [detentieplaats] ."
690,ECLI:NL:RBAMS:2019:5544,28-06-2019,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 1983, zonder vaste woon- of verblijfplaats in Nederland, met postadres: [adres] gedetineerd in het Huis van Bewaring [detentie plaats] ."
691,ECLI:NL:RBAMS:2019:3120,25-04-2019,", geboren te [geboorteplaats] ( [geboorteland] ) op [geboortedag] 2002 of op [geboortedag] 1999, zonder vaste woon- of verblijfplaats in Nederland, met als laatst bekende verblijfplaats het [adres] . De rechtbank heeft beraadslaagd naar aanleiding van het onderzoek op de terechtzitting van 11 april 2019. De rechtbank heeft kennisgenomen van de vordering van de officier van justitie mr. M. Modder en van wat de gemachtigde raadsrouw van verdachte, mr. J.P.W. Temminck Tuinstra naar voren heeft gebracht. Voorts heeft de rechtbank kennisgenomen van wat door mevrouw [medewerker kinderbescherming] , namens de Raad voor de Kinderbescherming (hierna: Raad) naar voren is gebracht."
692,ECLI:NL:RBAMS:2019:62,07-01-2019,"geboren te [geboorteplaats] op [geboortedag] 1976, ingeschreven in de Basisregistratie Personen op het adres [BRP-adres] , gedetineerd in het Huis 	van Bewaring [plaats detentie] ."
693,ECLI:NL:RBAMS:2017:8320,07-11-2017,
694,ECLI:NL:RBNNE:2015:2047,16-04-2015,", geboren [geboorteplaats], thans preventief gedetineerd in [verblijfplaats]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van april 2015. De verdachte is niet verschenen. De ter terechtzitting aanwezige raadsvrouw van verdachte, mr. L.S. Wachters, heeft verklaard uitdrukkelijk door verdachte te zijn gemachtigd haar ter terechtzitting te verdedigen. Het openbaar ministerie werd ter terechtzitting vertegenwoordigd door mr. J.F. Severs."
695,ECLI:NL:RBALK:2006:AZ1466,01-11-2006,"geboren te [geboorteplaats] op [geboortedatum] 1958, ingeschreven op het adres [adres en woonplaats 1], ter terechtzitting opgegeven verblijfsadres [adres en woonplaats 2]. Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 18 oktober 2006. De rechtbank heeft kennisgenomen van - de vordering van de officier van justitie, die ertoe strekt dat de rechtbank de verdachte onder bewezenverklaring van het in de zaak onder parketnummer 14.810453-05 onder primair en het in de zaak onder parketnummer 14.623520-06 tenlastegelegde zal veroordelen tot een werkstraf voor de tijd van 160 uren, subsidiair 80 dagen hechtenis, een voorwaardelijke gevangenisstraf voor de duur van 4 maanden, met een proeftijd van 2 jaren, met hieraan verbonden een bijzondere voorwaarde, inhoudende verplicht contact met de Brijder Verslavingszorg. Voorts heeft de officier van justitie de verbeurdverklaring van het in beslaggenomen mes gevorderd. Ten aanzien van de benadeelde partij heeft de officier van justitie gerekwireerd tot toewijzing van de vordering tot een bedrag van € 1380, - en niet ontvankelijkverklaring ten aanzien van hetgeen meer is gevorderd (te weten materiële schade). Ten aanzien van de zaak onder parketnummer 14.023382-04 heeft de officier de verlenging van de proeftijd met 1 jaar gevorderd. Tenslotte heeft de officier van justitie de opheffing van het reeds geschorste bevel voorlopige hechtenis gevorderd; - hetgeen door de verdachte en haar raadsman, mr. R.P.H. de Granada, naar voren is gebracht."
696,ECLI:NL:RBNNE:2020:770,20-02-2020,"geboren op [geboortedatum] 2000 te [geboorteplaats] , wonende te [straatnaam] , [woonplaats] , thans verblijvende: Intermetzo JJI Lelystad te Lelystad. Dit vonnis is gewezen naar aanleiding van het onderzoek ter terechtzitting van 06 februari 2020. Verdachte is verschenen, bijgestaan door mr. H.G.E. Klatter, advocaat te Veendam. Het openbaar ministerie is ter terechtzitting vertegenwoordigd door mr. D. Homans."
697,ECLI:NL:RBROE:2011:BP7692,15-03-2011,"geboren te [geboortedatum], thans gedetineerd in [detentie adres] Het onderzoek van de zaak Dit vonnis is gewezen naar aanleiding van het onderzoek op de terechtzitting van 1 maart 2011."
698,ECLI:NL:RBNNE:2013:CA0032,07-05-2013,"geboren op [geboortedatum] 1977 te [geboorteplaats], thans verblijvende in [detentieadres]. Het onderzoek ter terechtzitting heeft plaatsgehad op 23 april 2013. De verdachte is verschenen, bijgestaan door mr. C. Eenhoorn, advocaat te Groningen."
699,ECLI:NL:RBAMS:2018:9603,19-12-2018,
700,ECLI:NL:RBSGR:2012:BX0936,28-06-2012,"geboren te [plaats] op [datum] 1969 , adres: [adres verdachte] thans uit andere hoofde gedetineerd in Penitentiaire Inrichting Haaglanden, Rokkeveenseweg 50 te 		Zoetermeer. De opgelegde straf. De veroordeelde is bij onherroepelijk geworden vonnis van de rechtbank 's-Gravenhage, rechtdoende in strafzaken, d.d. 2 augustus 2011 veroordeeld tot een voorwaardelijke ISD-maatregel. De vordering. De schriftelijke vordering van officier van justitie d.d. 7 juni 2012 strekt ertoe dat de rechtbank alsnog de tenuitvoerlegging zal gelasten van de voorwaardelijk opgelegde ISD-maatregel. De behandeling ter terechtzitting. Het onderzoek is gehouden ter terechtzitting van 14 juni 2012. Hoewel de behandeling van een op artikel 38r van het Wetboek van Strafrecht gebaseerde vordering door de raadkamer in het openbaar dient plaats te vinden, heeft de rechtbank, met inachtneming van de overwegingen van de uitspraak van het Gerechtshof Arnhem 8 oktober 2008, LJN BG1945, ervoor gekozen om de vordering ter terechtzitting te behandelen gelijktijdig met een tegen veroordeelde lopende strafzaak. De veroordeelde, bijgestaan door zijn raadsvrouw mr. C.L. Koets - Bolhuis, advocaat te 's-Gravenhage, is verschenen en op de vordering gehoord. De officier van justitie, mr. K. Sanders, heeft gepersisteerd bij de schriftelijke vordering tot tenuitvoerlegging. De beoordeling van de vordering. Veroordeelde is bij vonnis van de meervoudige kamer in deze rechtbank d.d. 28 juni 2012 in de zaak met parketnummer 09/757556-12 veroordeeld wegens eens een winkeldiefstal. Hiermee is vast komen te staan dat veroordeelde zich niet heeft gehouden aan de bij vonnis van 2 augustus 2011 opgelegde algemene voorwaarde. De rechtbank heeft kennis genomen van het rapport van de Reclassering Nederland, afdeling GGZ Palier, d.d. 27 april 2012. In het rapport wordt door de reclassering geadviseerd om aan veroordeelde een onvoorwaardelijke ISD-maatregel op te leggen. Dit rapport is opgemaakt in de strafzaak met parketnummer 09/757556-12 tegen veroordeelde. Hoewel het beoordelingskader van onderhavige vordering voor de rechtbank een andere is dan van een strafzaak, is de inhoudelijke informatie over de veroordeelde, zoals vermeld in dat rapport, wel degelijk van waarde ter beantwoording van de vraag of de eerder voorwaardelijk opgelegde ISD-maatregel ten uitvoer dient te worden gelegd. Het rapport houdt onder meer het volgende in. Het behandeladvies van de Forensische Poli van GGZ Palier is om betrokkene ambulant binnen de forensische verslavingszorg te behandelen. Daarnaast dient betrokkene te worden begeleid bij praktische zaken. Wanneer mocht blijken dat betrokkene niet in staat is om zelfstandig te kunnen wonen, zou betrokkene kunnen worden aangemeld voor een vorm van begeleid wonen. Het opleggen van een ISD-maatregel zou volgens de Forensische Poli geen toegevoegde waarde hebben. De Forensische Poli adviseert een ambulante behandeling voor de duur van één tot twee jaar, waarbij sprake is van één behandeling per week bij de forensische verslavingszorg. De reclassering is van mening dat betrokkene binnen een gesloten setting moet worden gemotiveerd om aan zijn verslavingsproblematiek en persoonlijke problemen te gaan werken. De trajectbegeleiders van een inrichting voor stelselmatige daders, ondersteund door het ACT-team van de Forensische Poli van GGZ Palier, zouden een passend plan van aanpak kunnen opstellen. Omdat betrokkene reeds een aantal trainingen heeft gevolgd als gevolg van een eerder opgelegde ISD-maatregel hoeft de intramurale fase van de ISD-maatregel niet lang te duren. Na de intramurale fase kan het plan van aanpak van de Forensische Poli van GGZ Palier (ambulant) worden uitgevoerd. Ter terechtzitting heeft [medewerker reclassering], reclasseringsmedewerker en toezichthouder van veroordeelde, als deskundige desgevraagd verklaard achter het advies van de reclassering te staan. De [medewerker reclassering] heeft hierbij gewezen op de ambivalente motivatie van veroordeelde om clean te worden waardoor een strikter kader is aangewezen om van de middelen en het criminele leven af te komen. De rechtbank acht gelet op het bovenstaande termen aanwezig de tenuitvoerlegging te gelasten van de voorwaardelijk opgelegde ISD-maatregel. De rechtbank gaat er daarbij van uit dat, zoals is omschreven door de reclassering, de intramurale fase zo kort mogelijk wordt gehouden. Beslissing. De rechtbank, gelast de tenuitvoerlegging van de ISD-maatregel, voorwaardelijk opgelegd bij vonnis van de rechtbank te 's-Gravenhage. Deze beslissing is genomen door mrs. E. Timmermans, voorzitter, J.J. Peters en S.M. Krans, rechters, in tegenwoordigheid van mr. S. Kramer, griffier, en uitgesproken ter openbare terechtzitting van deze rechtbank van 28 juni 2012."
